課程代碼,課程名稱,教師,時間,教室
AR769L,歷史建築修復與再利用,林明炘,5-56,建築302
AR414O,畢業設計(二),張全智,4-1234,
AR414O,畢業設計(二),吳政勳,4-1234,
AR414O,畢業設計(二),楊紹凱,4-1234,
AR414O,畢業設計(二),汪煒傑,4-1234,
AR414O,畢業設計(二),余達,4-1234,
AR414O,畢業設計(二),蘇弘,4-1234,
AR414O,畢業設計(二),林彥穎,4-1234,
AR414O,畢業設計(二),初家怡,4-1234,
AR414O,畢業設計(二),陳宣誠,4-1234,
AR414O,畢業設計(二),楊秋煜,4-1234,
AR414O,畢業設計(二),黃俊銘,4-1234,
AR414O,畢業設計(二),曾光宗,4-1234,
AR414O,畢業設計(二),許志維,4-1234,
AR414O,畢業設計(二),陳宇進,4-1234,
AR414O,畢業設計(二),賴弘翌,4-1234,
AR414O,畢業設計(二),郭聖荃,4-1234,
AR414O,畢業設計(二),禹連泉,4-1234,
AR414O,畢業設計(二),盧建銘,4-1234,
AR414O,畢業設計(二),王菁吟,4-1234,
ID104A,素描(二),林錦宏,4-567,室設203
ID107A,基本設計(二),洪逸安,1-1234,
ID107A,基本設計(二),謝文哲,1-1234,
ID107A,基本設計(二),張筱倩,1-1234,
ID107A,基本設計(二),江俊浩,1-1234,
ID107A,基本設計(二),鍾雨庭,1-1234,
ID107A,基本設計(二),沈豪慶,1-1234,
ID107A,基本設計(二),張育華,1-1234,
ID107A,基本設計(二),郭威君,1-1234,
ID107A,基本設計(二),吳宜娟,1-1234,
ID147A,圖學(二),朱禹潔,3-56,教學811A
ID1496,電腦應用概論(二),周橞雯,4-234,教學709
ID149A,電腦應用概論(二),周橞雯,3-DEF,教學709
ID151A,室內設計概論(二),洪逸安,2-78,室設108
ID3016,設計原理(一),謝淳鈺,5-78,室設108
ID301A,設計原理(一),謝淳鈺,5-34,室設108
ID413A,手繪表現法,洪逸安,4-8C,室設100
ID610A,英文(二),郭怡潔,2-CD,教學315A
ID612A,英語聽講(二),呂亭慧,5-56,全人南棟302
ID726A,運算思維與程式設計,謝文哲,2-56,教學408
ID801A,語文與修辭,陳惠鈴,2-34,教學409
ID523R,研究方法論(二),陳歷渝,4-78,室設200
ID525R,室內環境設計規劃(二),洪逸安,3-12,
ID525R,室內環境設計規劃(二),倪晶瑋,3-12,
ID525R,室內環境設計規劃(二),謝文哲,3-12,
ID525R,室內環境設計規劃(二),吳燦中,3-12,
ID525R,室內環境設計規劃(二),朱啓銘,3-12,
ID525R,室內環境設計規劃(二),朱禹潔,3-12,
ID525R,室內環境設計規劃(二),謝淳鈺,3-12,
ID525R,室內環境設計規劃(二),黃慶輝,3-12,
ID525R,室內環境設計規劃(二),陳歷渝,3-12,
ID549R,文本閱讀與呈現,黃慶輝,2-B56,室設300
ID553R,永續創意思考,倪晶瑋,3-678,室設300
ID562R,光與健康,謝坤學,4-34,室設300
ID628R,居住文化研究,朱啓銘,5-567,室設300
ID632R,消費空間研究,吳燦中,2-567,室設200
ID501r,身體導向的空間論述,陳其澎,4-DEF,室設100
ID545r,研究資料分析方法,劉時泳,2-DEF,室設200
ID551r,設計與文化研究,謝文哲,1-DEF,室設100
ID551r,設計與文化研究,陳歷渝,1-DEF,室設100
ID563r,室內設計經營管理實務,鄧運鴻,4-DEF,室設300
ID618r,室內設計專題研究,吳燦中,3-DEF,室設300
ID629r,作品分析與論述,謝淳鈺,2-DEF,室設100
ID792r,創意生活產業專題,魏主榮,3-DEF,室設200
ID1987,色彩學,倪晶瑋,1-78,室設203
ID198D,色彩學,倪晶瑋,1-56,室設203
ID2027,電腦輔助繪圖(二),蘇晋暉,4-567,管理101
ID202D,電腦輔助繪圖(二),蘇晋暉,4-8CD,管理101
ID2087,室內設計史(二),倪晶瑋,2-CD,室設203
ID208D,室內設計史(二),倪晶瑋,2-78,室設203
ID218D,室內空間實作基礎,黃慶輝,3-B,室設200
ID2447,室內設計 (二),陳歷渝,4-234,
ID244D,室內設計 (二),朱禹潔,5-1234,
ID244D,室內設計 (二),黃慶輝,5-1234,
ID244D,室內設計 (二),余崇齡,5-1234,
ID244D,室內設計 (二),王曉莉,5-1234,
ID244D,室內設計 (二),邱振榮,5-1234,
ID244D,室內設計 (二),林亞頡,5-1234,
ID244D,室內設計 (二),王澤民,5-1234,
ID244D,室內設計 (二),王文煒,5-1234,
ID244D,室內設計 (二),周泳立,5-1234,
ID245D,材料及構造(二),翁林寶,3-78,室設108
ID302D,施工圖(一),洪逸安,2-56,室設108
ID372D,照明學,林家瑜,4-34,室設108
ID374D,室內植栽,莫華榕,2-34,室設200
ID389D,家具規劃,謝文哲,3-CD,室設108
ID431D,展示設計,黃懷軒,3-56,室設203
ID702D,實用英文（二）,鄒明達,1-CD,教學405B
ID138T,論文, ,,
ID138t,論文, ,,
ID531t,數位空間理論,黃慶輝,1-DEF,室設200
ID634t,建築防火裝修設計,雷明遠,6-234,室設108
ID214G,室內裝修工程實作(二),陳文欽,1-CD,室設203
ID309G,家具實習,趙南開,4-56,望樓1012
ID344G,環境控制系統,吳燦中,3-56,室設108
ID397G,日本建築空間解析,朱啓銘,4-34,室設203
ID398G,歷史場域再利用,朱禹潔,3-CD,室設203
ID421G,室內設計  (四),陳欽河,2-1234,
ID421G,室內設計  (四),顏毓宏,2-1234,
ID421G,室內設計  (四),蔡竺欣,2-1234,
ID421G,室內設計  (四),侯娉婷,2-1234,
ID421G,室內設計  (四),張欽評,2-1234,
ID421G,室內設計  (四),朱啓銘,2-1234,
ID421G,室內設計  (四),何俊宏,2-1234,
ID421G,室內設計  (四),陳歷渝,2-1234,
ID421G,室內設計  (四),蔡錦明,2-1234,
ID468G,照明設計,羅伊真,4-CD,室設203
ID378L,室內設計實務(二),謝淳鈺,1-34,室設203
ID378L,室內設計實務(二),蕭天佑,1-34,室設203
ID404L,攝影與賞析,謝文哲,2-34,室設108
ID444L,室內設計  (六),任萃,4-1234,
ID444L,室內設計  (六),廖亮宜,4-1234,
ID444L,室內設計  (六),江建平,4-1234,
ID444L,室內設計  (六),陳紹平,4-1234,
ID444L,室內設計  (六),沈冠廷,4-1234,
ID444L,室內設計  (六),禹連泉,4-1234,
ID444L,室內設計  (六),田榮瑜,4-1234,
ID444L,室內設計  (六),王玉麟,4-1234,
ID444L,室內設計  (六),吳燦中,4-1234,
ID444L,室內設計  (六),朱晏慶,4-1234,
ID444L,室內設計  (六),甘泰來,4-1234,
ID444L,室內設計  (六),郁元,4-1234,
ID444L,室內設計  (六),廖健程,4-1234,
ID477L,歷史空間活化與踏查,朱禹潔,1-56,室設108
ID478L,室內設計廠製法與數位製造,黃慶輝,1-78,室設200
ID478L,室內設計廠製法與數位製造,陳文欽,1-78,室設200
ID761L,室內設計法規,洪榮良,2-56,室設203
CD537R,藝術設計與人文,楊詩涵,1-8CD,望樓311
CD541R,數位文化研究,陳孟瑜,5-234,商設104
CD007r,文創專案實戰解析, ,2-DEF,商設208
CD548r,品牌與設計管理,黃哲盛,4-DEF,商設104
CD553r,當代設計潮流研究,黃文宗,5-DEF,商設307
CD555r,跨媒體個案專題,吳立欣,3-DEF,商設104
CD558r,量化研究與統計分析,陳靜宜,1-DEF,商設301
CD558r,量化研究與統計分析,許子凡,1-DEF,商設301
CD014A,電腦繪圖(C),張東儒,5-34B,教學709
CD100A,商業設計史,李小蕙,1-8C,商設208
CD106A,色彩學二A,陳靜宜,3-CD,商設301
CD124A,色彩學二B,陳靜宜,3-78,商設301
CD147A,圖學(二),徐成坤,5-CD,商設301
CD159A,字法二C,張道本,1-567,商設301
CD177A,字法二A,張晴雯,1-234,商設309
CD179A,字法二B,張道本,2-567,商設301
CD198A,設計繪畫(二C),施政廷,4-567,商設301
CD246A,基礎設計(二A),王之芸,1-567,商設309
CD247A,基礎設計(二B),陳靜宜,1-234,商設301
CD248A,基礎設計(二C),林佳音,1-234,商設104
CD249A,商業攝影,李尚謙,1-8CD,商設104
CD273A,設計繪畫(二A),張晴雯,2-234,商設309
CD275A,設計繪畫(二B),施政廷,4-234,商設301
CD279A,電腦繪圖(A),楊世哲,5-B56,教學708
CD280A,電腦繪圖(B),張東儒,5-567,教學709
CD610A,英文(二),陳姿君,2-CD,全人南棟303
CD612A,英語聽講(二),陳玉姍,3-12,全人南棟401
CD726A,運算思維與程式設計,陳胤辰,3-56,教學708
CD801A,語文與修辭,張孝慧,5-12,教學815
CD169A,造形基礎(二A),劉晨旭,1-234,產設104
CD170A,造形基礎(二B),楊詩涵,1-567,陸華101
CD193A,傳統工藝賞析與體驗(二A),鄭梅玉,2-234,產設104
CD194A,傳統工藝賞析與體驗(二B),邵昀如,4-567,陸華101
CD281A,電腦繪圖實習,王得煒,5-34,陸華205
CD610B,英文(二),陳正婷,2-CD,全人南棟203
CD612B,英語聽講(二),董玉莉,3-56,全人南棟302
CD636A,近代設計史,郭介誠,4-34,陸華205
CD638A,電腦繪圖A,施昌甫,1-567,教學708
CD639A,電腦繪圖B,劉晨旭,2-234,教學708
CD640A,表現技法(二),黃興儒,4-8CD,陸華205
CD726B,運算思維與程式設計,陳胤辰,3-78,教學708
CD801B,語文與修辭,涂藍云,5-56,教學618
CD138T,論文, ,,
CD550T,設計思維研究,林佳音,1-567,商設302
CD561T,數位行銷企劃研究,陳宜棻,3-678,商學307
CD586T,創作報告, ,,
CD004t,視覺傳達版面構成研究,邵昀如,5-DEF,商設302
CD138t,論文, ,,
CD560t,設計個案專題二,張道本,,
CD560t,設計個案專題二,黃哲盛,,
CD560t,設計個案專題二,黃文宗,,
CD560t,設計個案專題二,陳靜宜,,
CD560t,設計個案專題二,邵昀如,,
CD560t,設計個案專題二,劉晨旭,,
CD560t,設計個案專題二,施昌甫,,
CD560t,設計個案專題二,邱永中,,
CD586t,創作報告, ,,
CD016D,設計繪畫四C,楊詩涵,3-78C,商設309
CD018D,媒體傳達設計二C,邱永中,2-78,商設208
CD021D,廣告創意與策略二A,黃哲盛,3-56,商設208
CD022D,廣告創意與策略二B,邵昀如,3-56,商設309
CD026D,動態影像與後製,許子凡,2-8CD,教學708
CD136D,西洋當代美術史二,吳世全,5-34,商設208
CD153D,媒體傳達設計二A,邱永中,4-56,商設208
CD154D,媒體傳達設計二B,邱永中,2-56,商設208
CD156D,網頁設計二,李小蕙,1-567,教學709
CD207D,基礎設計四A,黃文宗,5-B56,商設301
CD208D,基礎設計四B,紀健龍,5-B56,商設104
CD223D,設計繪畫四A,楊詩涵,2-567,商設309
CD224D,設計繪畫四B,黃興儒,4-567,商設309
CD228D,中國美術史二,李蕙蓁,1-34,商設208
CD254D,消費心理,黃哲盛,2-34,商設208
CD261D,數位音樂實務(二),蔡雨衡,1-34,陸華101
CD295D,基礎設計四C,楊世哲,5-234,教學708
CD400D,設計英文,楊詩涵,3-12,商設104
CD461D,商業攝影實務二,李尚謙,1-567,商設104
CD702D,實用英文（二）,袁怡雯,1-CD,教學508
CD732D,電影構成敘事與影像創作,林信志,4-8CD,教學305B
CD196D,交通工具油土造型設計,施昌甫,2-5,陸華101
CD620D,作品集製作,張俊傑,3-56,陸華101
CD644D,創意思考法,邵昀如,5-56,陸華205
CD647D,產品設計(二A),施昌甫,2-123B,陸華101
CD648D,產品設計(二B),劉懿元,2-123B,陸華205
CD651D,電腦輔助產品設計(二A),萬仲瑋,4-2345,教學708
CD652D,電腦輔助產品設計(二B),萬仲瑋,4-678D,教學708
CD655D,表演藝術賞析與體驗(二),蔡雨衡,1-56,產設104
CD657D,產品色彩計畫,洪嘉祺,2-78,陸華205
CD659D,設計方法,王得煒,3-CD,陸華101
CD702E,實用英文（二）,鄭秀彬,1-CD,教學405A
CD007G,插畫與繪本創作二,施政廷,4-8C,商設301
CD011G,商業包裝設計實務,黃國洲,5-234,商設301
CD213G,資訊圖像設計,林佳音,2-56,商設104
CD215G,商業空間設計,洪詩弼,2-34,商設104
CD234G,美學二,李蕙蓁,1-56,商設208
CD408G,編輯設計,紀健龍,5-78C,商設104
CD419G,印前設計,徐成坤,5-78,商設301
CD440G,電腦動畫, ,1-8CD,商設309
CD453G,視覺傳達設計二,林媛媛,5-56,商設309
CD629G,整合行銷與設計二A,張道本,2-8CD,商設104
CD629G,整合行銷與設計二A,侯君緯,2-8CD,商設104
CD629G,整合行銷與設計二A,林佳音,2-8CD,商設104
CD630G,整合行銷與設計二B,黃文宗,2-8CD,商設301
CD631G,整合行銷與設計二C,黃哲盛,2-8CD,商設309
CD632G,環境資訊設計,曾姿嘉,3-56,商設301
CD060G,數位製造與運用,劉晨旭,3-8,產設104
CD568G,設計研究方法,王得煒,5-56,產設104
CD705G,進階產品設計 (二A),郭介誠,1-3456,陸華205
CD706G,進階產品設計 (二B),王得煒,3-B678,陸華205
CD709G,工業產品設計專項 (二A),劉晨旭,3-567C,產設104
CD710G,工業產品設計專項 (二B),施昌甫,4-123B,陸華101
CD716G,材料與製造程序,劉懿元,2-56,陸華205
CD717G,用戶體驗設計導論,江宗哲,5-78,陸華205
CD718G,工業包裝導論與實務,黃國洲,5-56,陸華101
CD739G,策略設計與管理,黃哲盛,4-567,陸華205
CD412L,畢業製作專題二A,張道本,4-B56,商設302
CD413L,畢業製作專題二B,林佳音,4-B56,望樓308
CD464L,畢業製作專題二C,侯君緯,4-B56,望樓307
CD475L,畢業製作專題二D,張俊傑,4-B56,望樓311
CD477L,畢業製作專題二E,紀健龍,4-B56,商設104
CD733L,專題設計製作與展示(A),劉晨旭,,
CD733L,專題設計製作與展示(A),邵昀如,,
CD733L,專題設計製作與展示(A),李慧倫,,
CD734L,專題設計製作與展示(B),劉懿元,,
CD734L,專題設計製作與展示(B),劉晨旭,,
CD734L,專題設計製作與展示(B),黃哲盛,,
CD734L,專題設計製作與展示(B),施昌甫,,
PD042V,環境史論類,周融駿,1-234,設計102
PD048V,資料收集與分析,曾光宗,1-78,設計102
PD048V,資料收集與分析,林曉薇,1-78,設計102
PD048V,資料收集與分析,謝淳鈺,1-78,設計102
PD538V,論文寫作,黃文宗,1-56,設計102
PD538V,論文寫作,陳宣誠,1-56,設計102
PD538V,論文寫作,朱啓銘,1-56,設計102
PD025W,獨立研究(二),施昌甫,,
PD025W,獨立研究(二),朱啓銘,,
PD025W,獨立研究(二),黃彥文,,
PD025W,獨立研究(二),黃文宗,,
PD025W,獨立研究(二),趙家麟,,
PD025W,獨立研究(二),劉為光,,
PD025W,獨立研究(二),黃慶輝,,
PD025W,獨立研究(二),謝淳鈺,,
PD025W,獨立研究(二),黃哲盛,,
PD138W,論文, ,,
DI009A,基礎設計(二),邱士峰,5-5678,教學811B
DI011A,素描與影像紀錄(二),蔡國華,3-12,原專教室
DI147A,圖學(二),翁林寶,2-678,教學811A
DI610A,英文(二),龐美華,4-CD,教學315A
DI612A,英語聽講(二),莊璧憶,3-DE,全人南棟402
DI801A,語文與修辭,董宜佳,1-DE,教學618
DI008D,生態與文化(二),尤天鳴,5-34,原專教室
DI010D,數位應用概論(二),邱士峰,3-CD,教學708
DI012D,民族色彩學,尤天鳴,3-12,信實基地
DI227D,基礎設計(四),林亞頡,1-5678,教學811B
DI234D,原生視覺設計(二),張東儒,4-567,教學811B
DI236D,語境空間設計(二),尤天鳴,2-678,信實2A
DI236D,語境空間設計(二),林文祺,2-678,信實2A
DI336D,木雕創作(二),王棋,6-234,信實2A
DI702D,實用英文（二）,邱志賓,1-CD,教學509
DI202G,生態與文化(四),江冠榮Lumaf,2-12,信實基地
DI310G,部落研習(二),江冠榮Lumaf,2-678,原專教室
DI310G,部落研習(二),王棋,2-678,原專教室
DI319G,作品集製作, ,3-56,教學811B
DI320G,策展理論與實務, ,4-56,原專教室
DI331G,田野調查(二),劉瑞超,4-78,原專教室
DI337G,台灣原住民建築文化, ,5-34,信實基地
DI340G,原生視覺設計(四), ,5-567,原專教室
DI342G,語境空間設計(四),尤天鳴,2-34,信實基地
DI342G,語境空間設計(四),林文祺,2-34,信實基地
DI400G,設計英文, ,3-12,教學811B
DI411L,專業實習(二),尤天鳴,3-78,教學811B
DI414L,畢業設計(二),江冠榮Lumaf,1-23,原專教室
DI414L,畢業設計(二),沈慈珍,1-23,原專教室
DI414L,畢業設計(二),陳辰,1-23,原專教室
DI414L,畢業設計(二),徐成坤,1-23,原專教室
DI414L,畢業設計(二),尤天鳴,1-23,原專教室
DI414L,畢業設計(二),李婉宗,1-23,原專教室
LS102A,景觀設計(二),蘇映塵,1-34,設計104
LS102A,景觀設計(二),吳振廷,1-34,設計104
LS102A,景觀設計(二),李怡輝,1-34,設計104
LS102A,景觀設計(二),黃瑋庭,1-34,設計104
LS102A,景觀設計(二),劉和婷,1-34,設計104
LS102A,景觀設計(二),邱禎音,1-34,設計104
LS102A,景觀設計(二),游仁君,1-34,設計104
LS102A,景觀設計(二),簡瑋廷,1-34,設計104
LS104A,景觀植物學,林聖倫,5-34,教學310
LS104A,景觀植物學,林煥堂,5-34,教學310
LS114A,環境體驗(二),林煥堂,5-12,教學310
LS114A,環境體驗(二),邱禎音,5-12,教學310
LS114A,環境體驗(二),劉和婷,5-12,教學310
LS114A,環境體驗(二),陳信甫,5-12,教學310
LS114A,環境體驗(二),吳振廷,5-12,教學310
LS127A,圖學實習(二),吳昱漳,4-678,教學811A
LS128A,環境調查實習(二),劉和婷,5-5678,教學310
LS128A,環境調查實習(二),林煥堂,5-5678,教學310
LS128A,環境調查實習(二),陳信甫,5-5678,教學310
LS128A,環境調查實習(二),吳振廷,5-5678,教學310
LS128A,環境調查實習(二),邱禎音,5-5677,教學310
LS139A,圖學(二),吳昱漳,4-5678,教學811A
LS139A,圖學(二),周融駿,4-5678,教學811A
LS140A,電腦應用概論(一),阮馨儀,3-56,教學709
LS140A,電腦應用概論(一),李怡輝,3-56,教學709
LS203A,敷地計畫(一),朱世人,3-78,教學805
LS241A,敷地計畫實習(一),朱世人,3-8,教學805
LS610A,英文(二),張俶真,2-CD,教學305A
LS610B,英文(二),林雅瓊,2-CD,教學305B
LS612A,英語聽講(二),賴美智,4-34,全人南棟302
LS801A,語文與修辭,林玉玫,2-12,教學509
LS103R,獨立研究,周融駿,1-56,設計103
LS502R,進階規劃與設計(二),王光宇,4-234B,信樓112
LS502R,進階規劃與設計(二),吳振廷,4-234B,信樓112
LS505R,永續環境營造理論-城鄉與都市設計理論,趙家麟,1-78,
LS533R,地景建築專論(二),吳振廷,4-56,信樓112
LS533R,地景建築專論(二),王光宇,4-56,信樓112
LS533R,地景建築專論(二),陳薇,4-56,信樓112
LS539R,文化地景專論,劉為光,3-56,信樓111
LS540R,自然資產提升與認證,朱世人,1-CD,信樓112
LS110D,空間與文化,劉為光,1-56,教學310
LS202D,景觀設計(四),鄧婉君,5-34,信樓113
LS202D,景觀設計(四),高百慶,5-34,信樓110
LS202D,景觀設計(四),林啓瑞,5-34,信樓213
LS202D,景觀設計(四),蔡福昌,5-34,信樓111
LS202D,景觀設計(四),郭奕君,5-34,信樓206
LS202D,景觀設計(四),王光宇,5-34,信樓112
LS206D,植栽設計(二),陳慶安,3-56,教學310
LS206D,植栽設計(二),方貞文,3-56,教學310
LS206D,植栽設計(二),郭奕君,3-56,教學310
LS211D,中國園林藝術,陳柏翰,2-EF,教學310
LS221D,景觀專業英文,阮馨儀,4-78,教學310
LS221D,景觀專業英文,周融駿,4-78,教學310
LS235D,植栽設計實習(二),郭奕君,3-78,教學310
LS235D,植栽設計實習(二),方貞文,3-78,教學310
LS235D,植栽設計實習(二),陳慶安,3-78,教學310
LS243D,永續環境規劃與設計,郭奕君,4-56,教學310
LS303D,景觀工程(一),翟天健,1-78,教學310
LS303D,景觀工程(一),陳永順,1-78,教學310
LS304D,人與場所-歐洲地景閱讀與表現,王光宇,2-56,教學310
LS330D,景觀工程實習(一),翟天健,1-8,教學310
LS330D,景觀工程實習(一),陳永順,1-8,教學310
LS702D,實用英文（二）,曾慶宇,1-CD,教學315B
LS726A,運算思維與程式設計,謝維展,2-34,教學709
LS138T,論文, ,,
LS535T,專業實務設計研討(二),趙家麟,,
LS535T,專業實務設計研討(二),郭奕君,,
LS535T,專業實務設計研討(二),周融駿,,
LS535T,專業實務設計研討(二),劉為光,,
LS535T,專業實務設計研討(二),黃彥文,,
LS302G,環境規劃與設計(二),朱世人,2-34,信樓109
LS302G,環境規劃與設計(二),阮馨儀,2-34,信樓209
LS302G,環境規劃與設計(二),彭文惠,2-34,信樓112
LS302G,環境規劃與設計(二),陳維銘,2-34,信樓110
LS302G,環境規劃與設計(二),劉為光,2-34,信樓206
LS302G,環境規劃與設計(二),林慶怡,2-34,信樓111
LS314G,社區營造與民眾參與,吳振廷,3-78,教學810
LS321G,創意生活文化地景, , ,
LS335G,地理設計：理論與實踐的方法,陳正庸,4-8C,教學709
LS345G,景觀生態學,劉和婷,3-56,教學810
LS424G,景觀相關行政與法規,阮馨儀,4-34,教學310
LS403L,國際專題設計實務,謝統勝,3-CD,
LS403L,國際專題設計實務,陳其澎,3-CD,
LS403L,國際專題設計實務,趙家麟,3-CD,
LS403L,國際專題設計實務,彭文惠,3-CD,
LS414L,畢業設計(二),阮馨儀,,
LS414L,畢業設計(二),許宜珮,,
LS414L,畢業設計(二),陳鳴誼,,
LS414L,畢業設計(二),朱世人,,
LS414L,畢業設計(二),林慶怡,,
LS414L,畢業設計(二),高銘傑,,
LS414L,畢業設計(二),郭奕君,,
LS414L,畢業設計(二),劉為光,,
LS414L,畢業設計(二),方貞文,,
LS414L,畢業設計(二),蔡福昌,,
LS414L,畢業設計(二),邱禎音,,
LS414L,畢業設計(二),彭文惠,,
LS414L,畢業設計(二),吳庭羽,,
LS414L,畢業設計(二),陳正庸,,
LS414L,畢業設計(二),歐祥權,,
LS421L,景觀學會講座,阮馨儀,4-56,教學312
LS521L,景觀維護管理,許文燦,1-56,教學810
MS481R,書報討論（一）,傅昭銘,4-34,教學611
MS504R,統計製程管制與實驗設計,盧鑫理,5-234,工學314
MS505R,3D IC與先進封裝,林錫堅,4-B56,教學611
MS507R,半導體製程專題實作,邱正宇,3-5CD,教學611
MS509R,半導體分析與檢測,邱正宇,2-678,教學305B
MS509R,半導體分析與檢測,鄭湘原,2-678,教學305B
MS511R,半導體後段金屬化技術,張中良,5-678,教學611
MS512R,半導體記憶體概論,邱正宇,3-678,教學611
MS512R,半導體記憶體概論,張中良,3-678,教學611
MS512R,半導體記憶體概論,鄭湘原,3-678,教學611
MS138T,論文, ,,
SP070A,教育哲學,潘惠銘,4-56,全人南棟201
SP124A,創造力教育,陳彥瑋,3-78,全人南棟207
SP129A,特殊教育見習一A,鄭淑芬,3-12,全人南棟207
SP130A,特殊教育見習一B,潘惠銘,3-12,全人南棟201
SP132A,學習評量,鄭友泰,1-78,全人南棟201
SP203A,幼兒行為觀察,康雅淑,2-56,全人南棟201
SP228A,聽覺障礙,鄭淑芬,1-34,全人南棟207
SP269A,幼兒遊戲,潘惠銘,3-CD,全人南棟207
SP6101,英文(二),施嘉琪,5-34,懷恩201
SP610A,英文(二),謝欣芳,5-34,教學415A
SP610B,英文(二),歐陽琪,5-34,懷恩106
SP610C,英文(二),陳玉姍,5-34,教學405B
SP612A,英語聽講(二),賴美智,4-78,全人南棟302
SP726A,運算思維與程式設計,卓綵倫,2-12,教學709
SP801A,語文與修辭,陳煒琪,5-56,教學815
SP048R,教育研究法,鄭淑芬,2-8CD,全人南棟316
SP116R,論文評析與寫作,鄭友泰,3-8CD,全人南棟316
SP521R,認知與學習專題研究,王文伶,4-8CD,全人南棟316
SP522R,特殊教育專題討論,林初穗,,
SP530R,學習困難學生教學策略研究,康雅淑,1-8CD,全人南棟316
SP084D,輔導原理與實務,潘惠銘,5-56,全人南棟201
SP229D,聽力學,馬英娟,3-56,全人南棟201
SP233D,資優教育專題研究,王文伶,3-CD,全人南棟201
SP252D,特殊教育學生評量,鄭淑芬,3-78,全人南棟201
SP264D,特殊教育見習二A,王文伶,,
SP265D,特殊教育見習二B,陳彥瑋,,
SP272D,幼兒語文發展與學習,柯佩岑,4-34,全人南棟207
SP273D,課程設計與調整,陳彥瑋,4-78C,全人南棟207
SP275D,特殊學生行為支持,陳彥瑋,1-56,全人南棟201
SP304D,特殊幼兒評量,曾淑賢,2-234,全人北棟B03
SP336D,幼兒園課程發展,康雅淑,5-34,全人南棟201
SP344D,資賦優異教材教法,王文伶,4-56,全人南棟207
SP402D,特殊教育行政與法規,鄭友泰,2-56,全人南棟207
SP458D,早期療育案例教學,林初穗,4-2,全人南棟207
SP702D,實用英文（二）,馮聲福,1-CD,教學305A
SP138T,論文, ,,
SP300G,特殊教育實習,周宇琪,2-4,全人南棟201
SP323G,溝通訓練,潘惠銘,5-34,全人南棟207
SP324G,自閉症學生教學策略,林初穗,4-78C,全人南棟201
SP329G,嚴重問題行為處理,林初穗,2-78C,全人南棟201
SP338G,聽覺口語法理論與實務,余雅筑,3-56,全人南棟207
SP339G,學習策略,鄭淑芬,1-78,全人南棟207
SP340G,情意發展與教育,王文伶,5-56,全人南棟207
SP346G,身心障礙學生教材教法(中等),周宇琪,1-34,全人南棟201
SP349G,特殊教育教學實習(學前)A,康雅淑,3-12,全人北棟B03
SP349G,特殊教育教學實習(學前)A,曾淑賢,3-12,全人北棟B03
SP352G,國小數學教材教法與調整,鄭友泰,4-34,全人南棟201
SP424G,畢業專題,周宇琪,,
SP424G,畢業專題,潘惠銘,,
SP424G,畢業專題,王文伶,,
SP424G,畢業專題,鄭淑芬,,
SP424G,畢業專題,林初穗,,
SP424G,畢業專題,曾淑賢,,
SP424G,畢業專題,康雅淑,,
SP424G,畢業專題,陳彥瑋,,
SP424G,畢業專題,鄭友泰,,
SP104L,視覺障礙學生定向行動與輔具,章雅惠,2-78,全人南棟207
SP133L,特殊教育教師專業倫理,潘惠銘,1-CD,全人南棟207
SP271L,功能性動作訓練,俞雨春,2-CD,全人南棟207
SP423L,聽覺口語法實習,羅敏馨,5-56,全人北棟B03
SP455L,國中英文教材教法與調整,陳思諭,2-34,全人南棟207
SP455L,國中英文教材教法與調整,吳碩禹,2-34,全人南棟207
SP456L,國中數學教材教法與調整,劉建成,1-56,全人南棟207
SP456L,國中數學教材教法與調整,王文伶,1-56,全人南棟207
SP461L,幼兒園教材教法與調整,曾淑賢,1-3,全人北棟B03
SP461L,幼兒園教材教法與調整,沈素香,1-3,全人北棟B03
SP462L,輕度認知障礙學生教學實習,陳彥瑋,4-234,全人北棟B03
SP465L,幼兒園教材教法實務,曾淑賢,1-4,全人北棟B03
LG155R,研究方法,許秀貞,5-234,全人南棟507
LG524R,繪本與英語教學專題,陳正婷,3-78,全人南棟507
LG568R,英文論文寫作,吳碩禹,2-56,全人南棟507
LG572R,中英翻譯實務,張品羚,1-34,全人南棟507
LG000A,自然科學與人工智慧導論,洪廣華,5-34,教學408
LG023A,中級英語會話(二)A,許秀貞,2-12,全人南棟308
LG024A,中級英語會話(二)B,許秀貞,2-34,全人南棟308
LG141A,德語文法(二),邱智銘,1-12,教學801
LG142A,德語會話(二),陸夢蓮,2-56,教學315B
LG143A,日語文法(二),張暖彗,3-56,教學315B
LG144A,日語會話(二),陳岐理,5-12,教學805
LG145A,法語文法(二),張彣卉,3-CD,全人南棟203
LG146A,法語會話(二),阿樂蹦貴妃,2-56,全人南棟203
LG147A,西語文法(二),陳怡伶,5-12,教學810
LG148A,西語會話(二),恩里格,2-56,全人南棟308
LG157A,文學作品導讀(二),張彣卉,4-78,教學805
LG172A,英文文法與句型練習(二)A,張金櫻,3-12,全人南棟203
LG173A,英文文法與句型練習(二)B,許婷婷,3-12,全人南棟303
LG250A,語言學概論(二),林慧茹,2-78,懷恩103
LG456I,越南語(二),嚴沛瀅,1-56,懷恩206
LG610A,英文(二),陳正婷,4-234,全人南棟303
LG6121,英語聽講(二),莊璧憶,1-DE,全人南棟402
